"rain_sr","temp_sr","lat","lon"
1074,NULL,31.5,75.25
1075,429,20.5,78.5
1076,NULL,26.5,94.25
1077,NULL,32.75,78
1078,NULL,18.75,82.25
1079,NULL,21.75,83.25
1080,NULL,22.75,82.5
1081,NULL,13,75.5
1082,NULL,22.5,71.25
1083,NULL,36.75,73.25
1084,NULL,35,78
1085,NULL,14.25,79.75
1086,NULL,32.5,76
1087,NULL,25.25,94
1088,NULL,23.25,87.25
1089,NULL,20.75,79.5
1090,NULL,26.5,91
1091,NULL,15.25,77
1092,NULL,9.25,78.75
1093,NULL,24,72.75
1094,NULL,20.75,78
1095,NULL,27.5,94
1096,NULL,24.75,92.5
1097,NULL,21.5,78
1098,NULL,21.5,69.75
1099,NULL,24.75,94
1100,NULL,21.25,83.25
1101,NULL,20.5,86.25
1102,NULL,17.75,79.5
1103,NULL,30,76.75
1104,NULL,21.5,75.75
1105,NULL,22,82.75
1106,NULL,23.75,84.75
1107,NULL,23,69.5
1108,NULL,16.25,75.75
1109,NULL,23.75,71
1110,NULL,14.75,78.75
1111,NULL,26.25,92.75
1112,NULL,12.75,78.25
1113,NULL,18.25,78
1114,NULL,21.5,80.25
1115,NULL,18.25,83
1116,NULL,28,88
1117,NULL,23.25,81.5
1118,NULL,35.25,78.75
1119,430,21.5,87.5
1120,NULL,27,88.5
1121,NULL,26.75,69.75
1122,NULL,26.75,70.75
1123,NULL,23.75,69
1124,NULL,21.75,73.5
1125,NULL,22,74.5
1126,NULL,21,83.5
1127,NULL,26.5,81
1128,NULL,25.75,83.5
1129,431,26.5,81.5
1130,NULL,20.25,85.25
1131,NULL,21.5,76.25
1132,NULL,22.75,73.75
1133,NULL,36.5,75.75
1134,NULL,27.5,84.25
1135,NULL,18,76.25
1136,NULL,12.5,79.75
1137,NULL,20,77
1138,NULL,16.5,78.25
1139,NULL,24.5,74.75
1140,NULL,26.25,82.75
1141,432,13.5,76.5
1142,NULL,29.25,76.5
1143,NULL,27.25,81
1144,433,16.5,82.5
1145,NULL,36,72.5
1146,NULL,32.25,75.5
1147,NULL,21.75,88
1148,NULL,11.5,76.75
1149,NULL,28.25,80
1150,NULL,21.25,82.5
1151,NULL,29.25,79
1152,NULL,26.5,88.75
1153,NULL,26.5,85.25
1154,NULL,34.75,76.5
1155,NULL,11.25,76.5
1156,NULL,35,74.75
1157,NULL,16.5,73.75
1158,NULL,25.5,77
1159,NULL,25.5,76
1160,NULL,25.5,88.25
1161,NULL,10.75,75.75
1162,NULL,26,75.75
1163,434,25.5,71.5
1164,NULL,16.75,77.75
1165,NULL,26,86.75
1166,NULL,24,91.5
1167,NULL,29,95.5
1168,NULL,18.75,76.75
1169,NULL,13.5,76
1170,NULL,26.75,86.25
1171,NULL,25.25,81
1172,NULL,22,78.5
1173,NULL,30,80.5
1174,NULL,22.5,87.75
1175,NULL,14.75,77.5
1176,NULL,19,84.25
1177,NULL,16.25,79.5
1178,NULL,26,85.25
1179,NULL,28,77.5
1180,NULL,17.25,74.75
1181,NULL,22.5,87
1182,NULL,16.25,79.75
1183,NULL,16.5,77.75
1184,NULL,11.5,76
1185,NULL,24.75,82.5
1186,NULL,18.5,76.25
1187,NULL,18,75.25
1188,NULL,36.25,75.25
1189,NULL,23,69.75
1190,NULL,20,77.75
1191,NULL,26.25,92.25
1192,NULL,11,78.25
1193,NULL,33.75,75.75
1194,NULL,18.5,81.25
1195,NULL,23.5,79
1196,NULL,24,74.25
1197,NULL,22.25,88.25
1198,NULL,27.75,80.25
1199,435,23.5,73.5
1200,NULL,11.75,76.25
1201,NULL,30.5,73.75
1202,NULL,27.25,78.5
1203,NULL,26.75,76.5
1204,NULL,16,74.5
1205,NULL,27,71.75
1206,NULL,26.25,86.5
1207,436,8.5,73.5
1208,NULL,8.5,78
1209,NULL,27.5,96.25
1210,NULL,25,87.75
1211,NULL,17,77.5
1212,NULL,27.5,81.75
1213,NULL,22.25,83
1214,NULL,23.25,85.5
1215,NULL,18.75,75.25
1216,NULL,28.5,95.25
1217,437,26.5,95.5
1218,NULL,15,78.5
1219,NULL,24.75,87
1220,NULL,15.75,73.75
1221,NULL,17.5,81.25
1222,NULL,19,80.5
1223,NULL,26,71.75
1224,NULL,21,70.5
1225,NULL,28,93.25
1226,NULL,29.25,95.25
1227,NULL,35.75,75.75
1228,NULL,21.5,82.25
1229,NULL,24.75,82
1230,NULL,25.25,87
1231,NULL,21.75,75.75
1232,NULL,17.25,80
1233,438,22.5,86.5
1234,NULL,30.75,78.5
1235,NULL,23,87
1236,NULL,24.5,87.25
1237,NULL,18.25,82.25
1238,NULL,25.75,85.25
1239,NULL,11.5,77.75
1240,NULL,35,78.5
1241,NULL,26.75,77.5
1242,NULL,15.25,80
1243,NULL,24,92.75
1244,NULL,10.75,78
1245,NULL,31,78
1246,NULL,30.5,79
1247,NULL,22,81.5
1248,NULL,28,72
1249,NULL,26.25,77.25
1250,NULL,30.75,79
1251,NULL,10.75,78.5
1252,NULL,30.5,74.25
1253,NULL,17.75,77.5
1254,NULL,21.75,70.25
1255,439,32.5,76.5
1256,440,27.5,79.5
1257,NULL,22.25,87.75
1258,NULL,14.75,76
1259,NULL,19.75,79.25
1260,441,9.5,92.5
1261,NULL,23.5,83
1262,NULL,34.25,75
1263,NULL,23.25,80.5
1264,442,24.5,91.5
1265,NULL,23.25,70
1266,NULL,22.25,71.5
1267,NULL,32.75,79
1268,NULL,25.75,85.5
1269,NULL,18,78.75
1270,443,24.5,72.5
1271,NULL,19.25,82.25
1272,NULL,25.25,92
1273,NULL,31,79.5
1274,NULL,27,77.5
1275,NULL,27,71
1276,NULL,29.75,77.5
1277,NULL,23.75,93.25
1278,NULL,30.25,76
1279,NULL,32.75,78.75
1280,NULL,27.75,95
1281,NULL,27,74.75
1282,NULL,33.25,77.5
1283,NULL,14.5,80
1284,NULL,12.75,76
1285,NULL,22.25,82.75
1286,NULL,34.25,77.25
1287,NULL,22.5,78.25
1288,NULL,24,75.75
1289,NULL,27,81.5
1290,NULL,24.75,75.75
1291,NULL,20.75,78.75
1292,NULL,18.5,75
1293,NULL,27,85
1294,444,22.5,76.5
1295,NULL,10.75,79.25
1296,NULL,22.5,85.25
1297,NULL,20,82.5
1298,NULL,24,92
1299,NULL,24.25,77.75
1300,NULL,18,79.5
1301,NULL,20.75,74
1302,NULL,12.25,78.75
1303,NULL,25,83.25
1304,NULL,18.25,73.25
1305,NULL,22.75,76.75
1306,NULL,34.5,77.25
1307,NULL,21,75
1308,445,23.5,92.5
1309,446,18.5,83.5
1310,NULL,26,95
1311,NULL,36.5,73.75
1312,447,27.5,88.5
1313,NULL,18.75,84
1314,448,33.5,78.5
1315,NULL,21,79.5
1316,NULL,28,91.5
1317,NULL,23.5,79.25
1318,NULL,22.25,79.75
1319,NULL,15.25,79.25
1320,NULL,22,72.25
1321,NULL,17.5,81.75
1322,NULL,23.75,77.25
1323,NULL,23,80.5
1324,NULL,26.25,73
1325,449,21.5,79.5
1326,NULL,23.25,82.25
1327,NULL,27,88.75
1328,NULL,25.5,82.25
1329,450,24.5,73.5
1330,NULL,23.25,76.75
1331,NULL,25.25,88
1332,451,29.5,94.5
1333,NULL,35.5,77.25
1334,NULL,27.5,71.25
1335,NULL,24,79
1336,NULL,19.75,82.5
1337,NULL,25.25,84.5
1338,NULL,26.5,93.25
1339,NULL,22,72.75
1340,NULL,28.75,80.25
1341,NULL,33.25,74.25
1342,NULL,34.25,76.25
1343,NULL,25.25,71.75
1344,NULL,28.75,75.5
1345,NULL,28.25,95.75
1346,NULL,13.5,78.25
1347,NULL,28,72.25
1348,NULL,25.5,84.25
1349,NULL,15.5,75
1350,NULL,34.5,77
1351,NULL,28.25,76.25
1352,NULL,20.25,78
1353,NULL,23.25,87.75
1354,NULL,35.25,78
1355,NULL,10.25,77.25
1356,NULL,24.75,84.25
1357,NULL,33.25,77.75
1358,NULL,17.75,74.25
1359,NULL,18.25,81.5
1360,NULL,21.5,82
1361,NULL,14,78
1362,NULL,24.25,74.5
1363,NULL,25.75,83
1364,NULL,35.25,75
1365,NULL,29.25,74
1366,NULL,27.25,79
1367,NULL,23.75,87.75
1368,NULL,34,75.75
1369,NULL,27,90.5
1370,NULL,25.5,71
1371,NULL,21.5,71.25
1372,NULL,28.75,72.25
1373,NULL,24.75,71.5
1374,NULL,21.25,85.25
1375,452,10.5,79.5
1376,NULL,27.25,96.75
1377,453,16.5,73.5
1378,NULL,26.75,93
1379,NULL,26.25,74.75
1380,NULL,24.5,78
1381,NULL,18.5,75.25
1382,NULL,22,79.25
1383,NULL,10,78
1384,NULL,28,88.75
1385,NULL,12.75,78.75
1386,NULL,17.25,73.25
1387,454,23.5,88.5
1388,NULL,25,85
1389,NULL,36,76.25
1390,NULL,12.25,79.5
1391,NULL,27.25,84.75
1392,NULL,24.25,74.75
1393,455,23.5,83.5
1394,NULL,28,82.25
1395,NULL,23.25,72
1396,NULL,28.75,76
1397,NULL,22,77
1398,456,8.5,77.5
1399,NULL,23.25,73.75
1400,NULL,13.75,79.5
1401,NULL,26.25,78.75
1402,NULL,27,75.25
1403,NULL,16.25,80.75
1404,NULL,26,91
1405,NULL,25.5,74.25
1406,NULL,23.25,72.75
1407,NULL,28,93
1408,NULL,27.25,77.25
1409,NULL,21,77
1410,NULL,24.25,79.75
1411,NULL,19.75,82.75
1412,NULL,29,95.25
1413,NULL,35.75,78
1414,NULL,29.25,72.75
1415,NULL,14,76.25
1416,NULL,20.25,77
1417,NULL,20.25,81.5
1418,NULL,15.5,78.25
1419,NULL,35.75,79.75
1420,NULL,27,80.75
1421,NULL,24,83
1422,NULL,30.75,80.25
1423,NULL,22,77.25
1424,NULL,18.25,79
1425,NULL,18,76
1426,457,20.5,74.5
1427,NULL,20.25,81.25
1428,NULL,27,93.75
1429,NULL,23,71.25
1430,NULL,23.75,82
1431,NULL,34.5,75
1432,NULL,24,78.75
1433,458,22.5,87.5
1434,NULL,18,73.25
1435,NULL,30,79
1436,NULL,24.25,78.75
1437,NULL,35.25,74
1438,NULL,27.25,92
1439,NULL,34.75,76
1440,NULL,20.75,82.25
1441,NULL,16.75,81.25
1442,NULL,28.25,94.25
1443,NULL,30,75
1444,NULL,33.75,77.25
1445,NULL,19.75,75.5
1446,NULL,18.75,78
1447,NULL,30,77.25
1448,NULL,15.75,75
1449,NULL,35.75,74.5
1450,NULL,26.25,92.5
1451,NULL,10.25,79
1452,NULL,29,79.25
1453,NULL,21.5,85.25
1454,459,28.5,76.5
1455,NULL,23.75,83
1456,460,21.5,81.5
1457,NULL,23,78.75
1458,NULL,27.25,77.5
1459,NULL,26,75.25
1460,NULL,16,79.75
1461,NULL,17.5,74.25
1462,NULL,31.5,74.75
1463,NULL,25,84
1464,NULL,20.5,76.75
1465,NULL,25.75,81.75
1466,NULL,27,74.25
1467,NULL,27.75,81.25
1468,NULL,26.75,70.25
1469,NULL,28.75,93.75
1470,NULL,21.75,71
1471,NULL,32.25,77.5
1472,NULL,17.25,81.25
1473,NULL,18.25,75
1474,NULL,22.25,78.5
1475,NULL,26.25,84.25
1476,NULL,21.75,83
1477,NULL,16.75,73.75
1478,NULL,30.25,80.5
1479,NULL,27,83
1480,NULL,24,73.5
1481,NULL,21.75,69.75
1482,NULL,23,72.25
1483,461,26.5,76.5
1484,NULL,28.25,94
1485,462,36.5,74.5
1486,NULL,23.25,87
1487,NULL,26.75,92
1488,NULL,19.25,77
1489,NULL,33.75,73.5
1490,NULL,22.25,81.5
1491,NULL,27.75,94
1492,NULL,24,91.25
1493,NULL,9,78
1494,NULL,21.5,72
1495,NULL,22,84.5
1496,NULL,9.5,76.25
1497,463,25.5,93.5
1498,NULL,14.5,77.75
1499,NULL,18,80.75
1500,NULL,25.25,81.75
1501,NULL,22.5,82
1502,NULL,27.5,95.25
1503,464,27.5,96.5
1504,NULL,9.25,77.25
1505,NULL,30.75,74
1506,NULL,31.25,75.5
1507,NULL,28,75.25
1508,NULL,33.25,77
1509,NULL,25.75,80.75
1510,NULL,21.25,85.75
1511,NULL,28,94
1512,NULL,28.5,81.25
1513,NULL,24.5,82.75
1514,NULL,23,73.5
1515,NULL,25.25,76.75
1516,NULL,13,79.75
1517,NULL,29.25,76
1518,NULL,11.75,78.5
1519,465,24.5,87.5
1520,NULL,25.5,90.25
1521,NULL,33,77.25
1522,NULL,22.75,74.5
1523,NULL,19.75,81
1524,NULL,27.25,70
1525,NULL,28,81.25
1526,NULL,28.75,77
1527,466,26.5,78.5
1528,467,19.5,81.5
1529,NULL,19.75,72.75
1530,NULL,26.75,82.5
1531,NULL,31,75.25
1532,NULL,37.25,75.25
1533,NULL,22.25,77
1534,NULL,20,78.25
1535,NULL,23.25,74.5
1536,468,16.5,78.5
1537,NULL,19.5,76
1538,NULL,28.25,73.25
1539,NULL,35,74.25
1540,NULL,26.25,78.5
1541,NULL,13,77
1542,NULL,23,73.75
1543,NULL,27,76.25
1544,NULL,25,94.25
1545,469,26.5,93.5
1546,NULL,15.5,75.75
1547,NULL,15.25,75.25
1548,NULL,14.75,78
1549,NULL,30.5,78
1550,NULL,18.75,79.5
1551,NULL,25.25,87.5
1552,NULL,9.5,77.25
1553,NULL,14.25,76.25
1554,NULL,24,71.5
1555,NULL,16.25,74.5
1556,NULL,23,82
1557,NULL,12,76.5
1558,NULL,20.25,82.25
1559,NULL,29,77.75
1560,NULL,22.75,79.75
1561,NULL,27.75,72
1562,NULL,20.25,83.5
1563,NULL,27.75,73.75
1564,NULL,25.5,92.25
1565,NULL,26.25,87
1566,NULL,22.75,85
1567,470,28.5,73.5
1568,NULL,30.75,80
1569,NULL,28.75,79.75
1570,NULL,26.25,88
1571,NULL,13.5,80.25
1572,NULL,23,70.5
1573,NULL,12.5,79
1574,NULL,27,70.75
1575,NULL,24.75,85.25
1576,NULL,24.75,71.75
1577,NULL,23.75,85.25
1578,NULL,26.5,83
1579,NULL,22,89
1580,NULL,24,85.25
1581,NULL,22.25,76
1582,NULL,18,81.75
1583,NULL,23.5,81.25
1584,NULL,32.75,75.25
1585,NULL,25,76.75
1586,NULL,19,78.75
1587,NULL,26.75,81.75
1588,NULL,22.75,72.25
1589,NULL,20.25,76.75
1590,NULL,24.5,75.25
1591,NULL,33.25,76
1592,NULL,19,74.5
1593,NULL,19,75
1594,NULL,21,82.75
1595,NULL,18,74.75
1596,NULL,26,93.25
1597,NULL,15.25,78.5
1598,NULL,21.75,81.75
1599,NULL,11.25,79.25
1600,NULL,16.75,81.5
1601,NULL,26.75,82.25
1602,NULL,22.5,79.75
1603,NULL,34.25,76.5
1604,NULL,22.25,87.25
1605,NULL,26.5,81.25
1606,471,27.5,80.5
1607,NULL,11.75,77
1608,NULL,32,76.25
1609,NULL,26.25,81.25
1610,NULL,29.5,95.75
1611,NULL,21.75,72.25
1612,NULL,26,92
1613,NULL,11.25,77.25
1614,NULL,27,95
1615,472,23.5,71.5
1616,NULL,28.5,94.75
1617,NULL,27.25,72.5
1618,NULL,27.5,70
1619,NULL,36,79.25
1620,NULL,24.25,81.75
1621,NULL,15.75,77.75
1622,NULL,25,74
1623,NULL,20.25,82.5
1624,NULL,28,71.25
1625,NULL,28.75,78.5
1626,NULL,24,73.25
1627,NULL,28.25,93
1628,NULL,26,76.5
1629,NULL,19.5,74.25
1630,NULL,21,76
1631,NULL,22.25,84.5
1632,NULL,21.25,72
1633,NULL,13.5,76.25
1634,473,25.5,73.5
1635,NULL,25.25,92.5
1636,NULL,27.75,88.75
1637,NULL,29.75,74.5
1638,NULL,19.75,78.5
1639,NULL,24.25,81
1640,NULL,19.25,78.25
1641,NULL,27.25,83
1642,NULL,24.5,88.25
1643,NULL,34.75,77.25
1644,NULL,24.75,84.75
1645,NULL,20.75,82.5
1646,NULL,35,78.25
1647,NULL,19,78.5
1648,NULL,20.75,86
1649,474,30.5,75.5
1650,NULL,25,74.75
1651,NULL,13.75,75.25
1652,NULL,24,93.25
1653,NULL,24.75,74.25
1654,475,16.5,80.5
1655,NULL,27,72
1656,NULL,37.25,74.75
1657,NULL,27.5,93.75
1658,476,23.5,70.5
1659,477,24.5,94.5
1660,NULL,19,75.75
1661,NULL,19.75,74.5
1662,NULL,23.75,84
1663,478,33.5,75.5
1664,NULL,22.25,75.75
1665,NULL,22.75,85.5
1666,NULL,21.25,86
1667,NULL,31.25,77.5
1668,479,22.5,78.5
1669,NULL,21.25,81.75
1670,NULL,33.5,78
1671,NULL,24,76.25
1672,NULL,24.25,87.25
1673,NULL,23.75,79.5
1674,NULL,22.75,87.75
1675,NULL,37,74.5
1676,NULL,33.5,73.75
1677,NULL,21.25,82.75
1678,NULL,28.5,80.25
1679,NULL,23.25,70.25
1680,NULL,31,75.5
1681,NULL,23.25,78
1682,NULL,29.25,94.5
1683,NULL,28,80.25
1684,NULL,26.25,79.5
1685,NULL,22.25,85
1686,NULL,12,76.75
1687,NULL,30,75.75
1688,NULL,18.5,79.75
1689,NULL,25.5,81
1690,NULL,25,80
1691,NULL,8.5,77.25
1692,NULL,26,84
1693,NULL,24.25,76.5
1694,NULL,28,76.75
1695,NULL,27.75,81.75
1696,NULL,36.25,75
1697,NULL,15.5,77.75
1698,NULL,23.5,80.75
1699,NULL,20.25,78.5
1700,NULL,24.5,81.25
1701,NULL,13.75,74.5
1702,NULL,28.5,78.25
1703,NULL,17.25,80.5
1704,NULL,8.5,77.75
1705,NULL,20,82.75
1706,NULL,31.75,77.75
1707,NULL,29,94
1708,NULL,21.25,77.75
1709,NULL,34.75,75.25
1710,NULL,24.75,77.75
1711,NULL,17,81.25
1712,NULL,17,77
1713,NULL,36.75,75
1714,NULL,26.25,93.25
1715,NULL,27.75,79
1716,NULL,24.25,77.25
1717,NULL,14.75,74.75
1718,NULL,26.75,88.5
1719,NULL,27.25,75.25
1720,NULL,22.75,81.25
1721,NULL,17.5,78
1722,480,18.5,75.5
1723,NULL,12.25,79
1724,481,18.5,76.5
1725,NULL,26.25,83
1726,NULL,19,76.25
1727,NULL,29,78.75
1728,NULL,19.75,73.75
1729,NULL,19.25,78
1730,NULL,16.5,76.75
1731,NULL,10.5,79.25
1732,NULL,19.5,83
1733,NULL,25.5,85
1734,NULL,27.75,73
1735,NULL,28.75,80
1736,NULL,13.75,77
1737,NULL,22.25,93
1738,NULL,12.25,76.75
1739,482,28.5,94.5
1740,NULL,20.5,76.25
1741,483,29.5,77.5
1742,NULL,17.75,73
1743,484,29.5,79.5
1744,NULL,35.75,80
1745,NULL,26.25,94
1746,NULL,28,73.75
1747,NULL,29.75,73.75
1748,NULL,19.75,76
1749,NULL,24.25,71
1750,NULL,23.5,70.25
1751,485,26.5,91.5
1752,NULL,26.5,88.25
1753,NULL,27.75,94.5
1754,NULL,17.5,76.25
1755,NULL,18.25,83.75
1756,NULL,24.75,77.5
1757,NULL,19.25,84
1758,NULL,26.25,94.75
1759,NULL,24.25,82
1760,NULL,19.25,75
1761,NULL,20.25,83
1762,486,36.5,75.5
1763,NULL,23.75,92.5
1764,NULL,28,78.5
1765,NULL,22.5,78
1766,NULL,29.25,77.25
1767,NULL,25.25,82.5
1768,NULL,11.75,76.5
1769,NULL,26.25,86.25
1770,NULL,24.5,73.25
1771,NULL,24.75,78.75
1772,NULL,25,75.25
1773,NULL,13,77.5
1774,NULL,20.25,85.75
1775,487,30.5,73.5
1776,NULL,16.5,73.25
1777,NULL,25.75,88
1778,NULL,13,77.25
1779,NULL,20.75,75
1780,NULL,24.25,80
1781,NULL,20.75,85
1782,NULL,25.5,86.75
1783,NULL,21.75,78.25
1784,NULL,18.5,76.75
1785,NULL,23,74.25
1786,NULL,22,73.25
1787,NULL,21,86.75
1788,NULL,33.5,74.25
1789,NULL,14.75,77.25
1790,NULL,18.75,73.25
1791,NULL,31.5,75
1792,NULL,25.25,85.75
1793,NULL,24.5,79
1794,NULL,18.5,78.25
1795,NULL,19,81.5
1796,NULL,27,70.25
1797,NULL,10.75,76.75
1798,NULL,29,72.5
1799,NULL,24.75,81
1800,NULL,23.75,88.25
1801,488,29.5,80.5
1802,NULL,12,75.25
1803,NULL,17,78
1804,NULL,31.75,76
1805,NULL,27.75,76.25
1806,NULL,26,79
1807,NULL,17.25,77.5
1808,489,27.5,69.5
1809,NULL,24.25,87.75
1810,NULL,28.75,95.5
1811,NULL,23,77.25
1812,NULL,22.75,77.25
1813,NULL,27,75
1814,NULL,27.5,82.75
1815,NULL,27.75,94.75
1816,NULL,12.25,79.75
1817,NULL,23.5,80.25
1818,NULL,27.5,69.75
1819,NULL,17.75,76.75
1820,NULL,35.25,79.25
1821,NULL,21,85.75
1822,NULL,32,75.25
1823,NULL,24.25,80.5
1824,NULL,22,87.25
1825,NULL,28.75,73
1826,NULL,28.75,94.5
1827,NULL,28.25,92.75
1828,NULL,24.75,76.75
1829,NULL,10.5,78
1830,NULL,24.25,73.75
1831,NULL,36.75,73.5
1832,NULL,21,85
1833,490,13.5,74.5
1834,NULL,23.75,80
1835,NULL,26,76
1836,NULL,23,79.25
1837,NULL,10,77.5
1838,NULL,21.25,70.75
1839,NULL,24.25,87.5
1840,NULL,29.5,78.75
1841,NULL,25.5,74.75
1842,NULL,24.25,69.75
1843,NULL,24.25,77.5
1844,NULL,21.25,70.5
1845,NULL,29,79.5
1846,NULL,15.25,74.75
1847,NULL,14,76
1848,NULL,18.75,74.5
1849,NULL,15.25,74.25
1850,NULL,30.5,75
1851,NULL,22.75,84.75
1852,NULL,18.75,81.5
1853,NULL,21.75,78.5
1854,NULL,11,77.75
1855,NULL,22.75,81.75
1856,NULL,20.5,77.25
1857,NULL,24.25,74.25
1858,NULL,28.25,74.5
1859,NULL,23.5,80
1860,NULL,33.5,74.75
1861,NULL,25.5,93
1862,NULL,19.75,80.75
1863,NULL,36.75,73.75
1864,NULL,25,72.25
1865,NULL,19.25,79.5
1866,NULL,23,83.5
1867,NULL,34.75,73.75
1868,NULL,13.25,75.25
1869,NULL,23,79.75
1870,NULL,24,93.5
1871,NULL,23.5,92.25
1872,NULL,22,73
1873,NULL,36,79.75
1874,NULL,16.5,75
1875,NULL,23.75,86.75
1876,NULL,35.5,76.75
1877,NULL,18.75,80.5
1878,491,28.5,88.5
1879,NULL,34,77.5
1880,NULL,24,76.5
1881,NULL,9.5,79
1882,NULL,16.25,80.5
1883,NULL,28.25,92.5
1884,NULL,31.25,75.75
1885,NULL,25.75,83.75
1886,NULL,10.25,77.75
1887,NULL,24,88
1888,492,20.5,75.5
1889,NULL,28.25,74
1890,NULL,27.5,91.75
1891,NULL,26.5,77.75
1892,NULL,30.75,74.75
1893,NULL,23.5,71
1894,NULL,28.25,72.25
1895,NULL,19,78.25
1896,NULL,25.5,76.25
1897,NULL,33.25,76.75
1898,NULL,35.25,76.5
1899,NULL,19.25,84.75
1900,NULL,22.5,77.25
1901,NULL,22.25,74.25
1902,NULL,17.75,79.75
1903,NULL,8.75,76.75
1904,NULL,19,83.25
1905,NULL,29,94.25
1906,NULL,15.75,74.5
1907,493,22.5,88.5
1908,NULL,24.5,81.75
1909,NULL,25.25,79.5
1910,494,9.5,78.5
1911,NULL,36,73.5
1912,NULL,30,77.75
1913,NULL,25.75,72
1914,NULL,15.25,76.75
1915,495,16.5,74.5
1916,NULL,28,72.5
1917,NULL,29,95.75
1918,NULL,34.5,73.25
1919,NULL,25.25,79.25
1920,NULL,27.75,82.25
1921,NULL,28,78.25
1922,496,25.5,75.5
1923,NULL,18.5,81
1924,NULL,27.25,95
1925,NULL,22.5,92.75
1926,NULL,22.25,73.25
1927,NULL,15.25,77.25
1928,NULL,29.25,79.75
1929,NULL,22,84
1930,NULL,14,74.75
1931,NULL,9.5,77
1932,NULL,23,88.5
1933,NULL,27.25,75.75
1934,497,27.5,84.5
1935,NULL,17.25,79.25
1936,NULL,19.25,83
1937,NULL,32.5,76.75
1938,NULL,27.5,76.75
1939,498,36.5,72.5
1940,NULL,26.25,76
1941,NULL,8.75,76.5
1942,NULL,20.25,78.75
1943,NULL,29.5,74.25
1944,NULL,25.5,87
1945,NULL,31.75,77.5
1946,NULL,30,73.25
1947,NULL,23.75,77
1948,NULL,19,80
1949,NULL,27.5,96
1950,NULL,24.75,86.5
1951,499,12.5,79.5
1952,NULL,27.75,78.5
1953,NULL,16,74
1954,NULL,10.75,79.75
1955,500,18.5,72.5
1956,NULL,17.75,74.75
1957,NULL,24.5,70.25
1958,NULL,22.75,78.25
1959,NULL,25.5,87.25
1960,NULL,27.5,95.75
1961,NULL,26.75,70
1962,NULL,27.75,94.25
1963,NULL,28,77.75
1964,NULL,23.25,87.5
1965,NULL,14.75,76.75
1966,NULL,22,79.75
1967,NULL,17,76.5
1968,NULL,32.75,77.5
1969,NULL,26,92.5
1970,501,17.5,83.5
1971,NULL,16.25,81
1972,NULL,17.75,78
1973,NULL,11.25,79.75
1974,NULL,19.25,76.5
1975,NULL,15.75,76.25
1976,NULL,21,86.25
1977,NULL,24,84
1978,NULL,26.5,75.25
1979,NULL,16.75,78.5
1980,NULL,23.5,88.75
1981,502,12.5,75.5
1982,NULL,23.75,86.5
1983,NULL,18.75,72.75
1984,503,22.5,69.5
1985,504,22.5,75.5
1986,NULL,31.75,77
1987,NULL,11,78.5
1988,NULL,21,74
1989,NULL,24.75,80.75
1990,NULL,22,76.75
1991,505,22.5,84.5
1992,NULL,27,76
1993,NULL,28.5,78
1994,NULL,23.75,81.75
1995,NULL,24,87.75
1996,NULL,14.75,75
1997,506,27.5,83.5
1998,NULL,16.5,77.25
1999,NULL,26,81.25
2000,NULL,29.5,77
2001,NULL,"26.25","70.75"
2002,NULL,"11.5","76.25"
2003,NULL,"23.75","74.25"
2004,NULL,"28.5","93.75"
2005,NULL,"12.5","77"
2006,NULL,"23.5","69"
2007,NULL,"23","75.25"
2008,NULL,"30.25","76.25"
2009,NULL,"14.25","77"
2010,NULL,"27.75","75.25"
2011,NULL,"22.75","92.5"
2012,NULL,"20.25","74"
2013,NULL,"29","76.25"
2014,NULL,"16.25","76.75"
2015,NULL,"23.5","68.75"
2016,NULL,"27.25","83.25"
2017,NULL,"21.5","70.25"
2018,NULL,"23.75","86"
2019,NULL,"18.5","82.25"
2020,NULL,"35.75","73.25"
2021,NULL,"27.75","78.25"
2022,NULL,"25.25","78.25"
2023,NULL,"31.5","77.75"
2024,NULL,"12.5","75.25"
2025,NULL,"20.75","86.25"
2026,NULL,"20.25","74.25"
2027,NULL,"13.5","79.25"
2028,NULL,"24.25","85"
2029,NULL,"35.75","74.75"
2030,NULL,"24","71"
2031,NULL,"26","86"
2032,NULL,"28.5","95"
2033,NULL,"23.5","82.25"
2034,NULL,"21.5","78.75"
2035,NULL,"26.75","95.25"
2036,NULL,"28.25","81.5"
2037,NULL,"29.75","73"
2038,NULL,"24.5","79.75"
2039,NULL,"22","87.75"
2040,NULL,"29.25","73.5"
2041,NULL,"24","93.75"
2042,NULL,"25","74.25"
2043,NULL,"24.25","92"
2044,NULL,"22.5","81"
2045,NULL,"19.25","73.25"
2046,NULL,"19","83.75"
2047,507,"35.5","75.5"
2048,NULL,"23.75","91.75"
2049,NULL,"30.25","80.75"
2050,NULL,"27.25","72.75"
2051,NULL,"29.5","76.75"
2052,NULL,"13.75","80"
2053,NULL,"21.75","74.5"
2054,NULL,"13.25","76"
2055,NULL,"30.5","74.75"
2056,NULL,"31.75","77.25"
2057,NULL,"22.75","86.25"
2058,NULL,"34.25","78"
2059,NULL,"19.75","75.25"
2060,NULL,"17.75","75.5"
2061,NULL,"18.75","75.75"
2062,NULL,"25.75","75.25"
2063,NULL,"16.75","75.5"
2064,NULL,"25.75","92.5"
2065,NULL,"22.75","80"
2066,NULL,"34.25","77"
2067,NULL,"24.25","84.5"
2068,NULL,"17.25","77"
2069,NULL,"10.5","79"
2070,NULL,"16.5","81.75"
